Algorithm,Connectivity,Steps,File,Start
Modified,0,6,M0_4.mz,"[11, 2"]
Tremaux,0,78,M0_4.mz,"[12, 11"]
Modified,0,16,M0_4.mz,"[12, 11"]
Tremaux,0,18,M0_4.mz,"[13, 0"]
Modified,0,8,M0_4.mz,"[13, 0"]
Tremaux,0,614,M0_4.mz,"[14, 13"]
Modified,0,20,M0_4.mz,"[14, 13"]
Tremaux,0,90,M0_5.mz,"[0, 1"]
Modified,0,8,M0_5.mz,"[0, 1"]
Tremaux,0,106,M0_5.mz,"[1, 14"]
Modified,0,12,M0_5.mz,"[1, 14"]
Tremaux,0,284,M0_5.mz,"[2, 3"]
Modified,0,4,M0_5.mz,"[2, 3"]
Tremaux,0,218,M0_5.mz,"[3, 12"]
Modified,0,8,M0_5.mz,"[3, 12"]
Tremaux,0,294,M0_5.mz,"[6, 7"]
Modified,0,4,M0_5.mz,"[6, 7"]
Tremaux,0,652,M0_5.mz,"[7, 6"]
Modified,0,4,M0_5.mz,"[7, 6"]
Tremaux,0,82,M0_5.mz,"[7, 8"]
Modified,0,6,M0_5.mz,"[7, 8"]
Tremaux,0,148,M0_5.mz,"[8, 7"]
Modified,0,6,M0_5.mz,"[8, 7"]
Tremaux,0,110,M0_5.mz,"[11, 2"]
Modified,0,10,M0_5.mz,"[11, 2"]
Tremaux,0,334,M0_5.mz,"[12, 11"]
Modified,0,14,M0_5.mz,"[12, 11"]
Tremaux,0,316,M0_5.mz,"[13, 0"]
Modified,0,14,M0_5.mz,"[13, 0"]
Tremaux,0,234,M0_5.mz,"[14, 13"]
Modified,0,18,M0_5.mz,"[14, 13"]
Tremaux,0,122,M0_6.mz,"[0, 1"]
Modified,0,20,M0_6.mz,"[0, 1"]
Tremaux,0,818,M0_6.mz,"[1, 14"]
Modified,0,8,M0_6.mz,"[1, 14"]
Tremaux,0,808,M0_6.mz,"[2, 3"]
Modified,0,16,M0_6.mz,"[2, 3"]
Tremaux,0,278,M0_6.mz,"[3, 12"]
Modified,0,6,M0_6.mz,"[3, 12"]
Tremaux,0,440,M0_6.mz,"[6, 7"]
Modified,0,8,M0_6.mz,"[6, 7"]
Tremaux,0,438,M0_6.mz,"[7, 6"]
Modified,0,8,M0_6.mz,"[7, 6"]
Tremaux,0,458,M0_6.mz,"[7, 8"]
Modified,0,6,M0_6.mz,"[7, 8"]
Tremaux,0,126,M0_6.mz,"[8, 7"]
Modified,0,8,M0_6.mz,"[8, 7"]
Tremaux,0,506,M0_6.mz,"[11, 2"]
Modified,0,16,M0_6.mz,"[11, 2"]
Tremaux,0,288,M0_6.mz,"[12, 11"]
Modified,0,10,M0_6.mz,"[12, 11"]
Tremaux,0,224,M0_6.mz,"[13, 0"]
Modified,0,20,M0_6.mz,"[13, 0"]
Tremaux,0,78,M0_6.mz,"[14, 13"]
Modified,0,10,M0_6.mz,"[14, 13"]
Tremaux,0,777,M0_7.mz,"[0, 1"]
Modified,0,13,M0_7.mz,"[0, 1"]
Tremaux,0,371,M0_7.mz,"[1, 14"]
Modified,0,1,M0_7.mz,"[1, 14"]
Tremaux,0,797,M0_7.mz,"[2, 3"]
Modified,0,13,M0_7.mz,"[2, 3"]
Tremaux,0,231,M0_7.mz,"[3, 12"]
Modified,0,5,M0_7.mz,"[3, 12"]
Tremaux,0,129,M0_7.mz,"[6, 7"]
Modified,0,13,M0_7.mz,"[6, 7"]
Tremaux,0,279,M0_7.mz,"[7, 6"]
Modified,0,15,M0_7.mz,"[7, 6"]
Tremaux,0,243,M0_7.mz,"[7, 8"]
Modified,0,13,M0_7.mz,"[7, 8"]
Tremaux,0,189,M0_7.mz,"[8, 7"]
Modified,0,15,M0_7.mz,"[8, 7"]
Tremaux,0,109,M0_7.mz,"[11, 2"]
Modified,0,23,M0_7.mz,"[11, 2"]
Tremaux,0,419,M0_7.mz,"[12, 11"]
Modified,0,15,M0_7.mz,"[12, 11"]
Tremaux,0,95,M0_7.mz,"[13, 0"]
Modified,0,27,M0_7.mz,"[13, 0"]
Tremaux,0,85,M0_7.mz,"[14, 13"]
Modified,0,15,M0_7.mz,"[14, 13"]
Tremaux,0,272,M0_8.mz,"[0, 1"]
Modified,0,14,M0_8.mz,"[0, 1"]
Tremaux,0,700,M0_8.mz,"[1, 14"]
Modified,0,14,M0_8.mz,"[1, 14"]
Tremaux,0,720,M0_8.mz,"[2, 3"]
Modified,0,10,M0_8.mz,"[2, 3"]
Tremaux,0,112,M0_8.mz,"[3, 12"]
Modified,0,12,M0_8.mz,"[3, 12"]
Tremaux,0,752,M0_8.mz,"[6, 7"]
Modified,0,4,M0_8.mz,"[6, 7"]
Tremaux,0,248,M0_8.mz,"[7, 6"]
Modified,0,6,M0_8.mz,"[7, 6"]
Tremaux,0,748,M0_8.mz,"[7, 8"]
Modified,0,6,M0_8.mz,"[7, 8"]
Tremaux,0,508,M0_8.mz,"[8, 7"]
Modified,0,6,M0_8.mz,"[8, 7"]
Tremaux,0,296,M0_8.mz,"[11, 2"]
Modified,0,14,M0_8.mz,"[11, 2"]
Tremaux,0,706,M0_8.mz,"[12, 11"]
Modified,0,14,M0_8.mz,"[12, 11"]
Tremaux,0,272,M0_8.mz,"[13, 0"]
Modified,0,18,M0_8.mz,"[13, 0"]
Tremaux,0,742,M0_8.mz,"[14, 13"]
Modified,0,18,M0_8.mz,"[14, 13"]
Tremaux,0,529,M0_9.mz,"[0, 1"]
Modified,0,21,M0_9.mz,"[0, 1"]
Tremaux,0,233,M0_9.mz,"[1, 14"]
Modified,0,25,M0_9.mz,"[1, 14"]
Tremaux,0,205,M0_9.mz,"[2, 3"]
Modified,0,15,M0_9.mz,"[2, 3"]
Tremaux,0,71,M0_9.mz,"[3, 12"]
Modified,0,13,M0_9.mz,"[3, 12"]
Tremaux,0,437,M0_9.mz,"[6, 7"]
Modified,0,7,M0_9.mz,"[6, 7"]
Tremaux,0,19,M0_9.mz,"[7, 6"]
Modified,0,7,M0_9.mz,"[7, 6"]
Tremaux,0,103,M0_9.mz,"[7, 8"]
Modified,0,5,M0_9.mz,"[7, 8"]
Tremaux,0,11,M0_9.mz,"[8, 7"]
Modified,0,5,M0_9.mz,"[8, 7"]
Tremaux,0,263,M0_9.mz,"[11, 2"]
Modified,0,9,M0_9.mz,"[11, 2"]
Tremaux,0,629,M0_9.mz,"[12, 11"]
Modified,0,5,M0_9.mz,"[12, 11"]
Tremaux,0,379,M0_9.mz,"[13, 0"]
Modified,0,15,M0_9.mz,"[13, 0"]
Tremaux,0,471,M0_9.mz,"[14, 13"]
Modified,0,9,M0_9.mz,"[14, 13"]
Tremaux,30,53,M30_1.mz,"[0, 0"]
Modified,30,27,M30_1.mz,"[0, 0"]
Tremaux,30,400,M30_1.mz,"[0, 9"]
Modified,30,30,M30_1.mz,"[0, 9"]
Tremaux,30,243,M30_1.mz,"[0, 14"]
Modified,30,27,M30_1.mz,"[0, 14"]
Tremaux,30,104,M30_1.mz,"[5, 0"]
Modified,30,16,M30_1.mz,"[5, 0"]
Tremaux,30,551,M30_1.mz,"[5, 5"]
Modified,30,3,M30_1.mz,"[5, 5"]
Tremaux,30,203,M30_1.mz,"[5, 9"]
Modified,30,61,M30_1.mz,"[5, 9"]
Tremaux,30,51,M30_1.mz,"[9, 5"]
Modified,30,7,M30_1.mz,"[9, 5"]
Tremaux,30,201,M30_1.mz,"[9, 9"]
Modified,30,13,M30_1.mz,"[9, 9"]
Tremaux,30,284,M30_1.mz,"[9, 14"]
Modified,30,38,M30_1.mz,"[9, 14"]
Tremaux,30,513,M30_1.mz,"[14, 0"]
Modified,30,29,M30_1.mz,"[14, 0"]
Tremaux,30,266,M30_1.mz,"[14, 5"]
Modified,30,14,M30_1.mz,"[14, 5"]
Tremaux,30,343,M30_1.mz,"[14, 14"]
Modified,30,37,M30_1.mz,"[14, 14"]
Tremaux,30,32,M30_10.mz,"[0, 0"]
Modified,30,50,M30_10.mz,"[0, 0"]
Tremaux,30,561,M30_10.mz,"[0, 9"]
Modified,30,1,M30_10.mz,"[0, 9"]
Tremaux,30,330,M30_10.mz,"[0, 14"]
Modified,30,14,M30_10.mz,"[0, 14"]
Tremaux,30,523,M30_10.mz,"[5, 0"]
Modified,30,39,M30_10.mz,"[5, 0"]
Tremaux,30,438,M30_10.mz,"[5, 5"]
Modified,30,12,M30_10.mz,"[5, 5"]
Tremaux,30,516,M30_10.mz,"[5, 9"]
Modified,30,196,M30_10.mz,"[5, 9"]
Tremaux,30,30,M30_10.mz,"[9, 5"]
Modified,30,222,M30_10.mz,"[9, 5"]
Tremaux,30,328,M30_10.mz,"[9, 9"]
Modified,30,64,M30_10.mz,"[9, 9"]
Tremaux,30,351,M30_10.mz,"[9, 14"]
Modified,30,513,M30_10.mz,"[9, 14"]
Tremaux,30,458,M30_10.mz,"[14, 0"]
Modified,30,34,M30_10.mz,"[14, 0"]
Tremaux,30,57,M30_10.mz,"[14, 5"]
Modified,30,361,M30_10.mz,"[14, 5"]
Tremaux,30,186,M30_10.mz,"[14, 14"]
Modified,30,478,M30_10.mz,"[14, 14"]
Tremaux,30,482,M30_2.mz,"[0, 0"]
Modified,30,36,M30_2.mz,"[0, 0"]
Tremaux,30,309,M30_2.mz,"[0, 9"]
Modified,30,29,M30_2.mz,"[0, 9"]
Tremaux,30,48,M30_2.mz,"[0, 14"]
Modified,30,30,M30_2.mz,"[0, 14"]
Tremaux,30,231,M30_2.mz,"[5, 0"]
Modified,30,27,M30_2.mz,"[5, 0"]
Tremaux,30,44,M30_2.mz,"[5, 5"]
Modified,30,22,M30_2.mz,"[5, 5"]
Tremaux,30,74,M30_2.mz,"[5, 9"]
Modified,30,30,M30_2.mz,"[5, 9"]
Tremaux,30,218,M30_2.mz,"[9, 5"]
Modified,30,6,M30_2.mz,"[9, 5"]
Tremaux,30,498,M30_2.mz,"[9, 9"]
Modified,30,20,M30_2.mz,"[9, 9"]
Tremaux,30,557,M30_2.mz,"[9, 14"]
Modified,30,17,M30_2.mz,"[9, 14"]
Tremaux,30,284,M30_2.mz,"[14, 0"]
Modified,30,16,M30_2.mz,"[14, 0"]
Tremaux,30,191,M30_2.mz,"[14, 5"]
Modified,30,17,M30_2.mz,"[14, 5"]
Tremaux,30,284,M30_2.mz,"[14, 14"]
Modified,30,14,M30_2.mz,"[14, 14"]
Tremaux,30,195,M30_3.mz,"[0, 0"]
Modified,30,239,M30_3.mz,"[0, 0"]
Tremaux,30,178,M30_3.mz,"[0, 9"]
Modified,30,38,M30_3.mz,"[0, 9"]
Tremaux,30,325,M30_3.mz,"[0, 14"]
Modified,30,41,M30_3.mz,"[0, 14"]
Tremaux,30,298,M30_3.mz,"[5, 0"]
Modified,30,16,M30_3.mz,"[5, 0"]
Tremaux,30,437,M30_3.mz,"[5, 5"]
Modified,30,25,M30_3.mz,"[5, 5"]
Tremaux,30,81,M30_3.mz,"[5, 9"]
Modified,30,29,M30_3.mz,"[5, 9"]
Tremaux,30,481,M30_3.mz,"[9, 5"]
Modified,30,21,M30_3.mz,"[9, 5"]
Tremaux,30,225,M30_3.mz,"[9, 9"]
Modified,30,77,M30_3.mz,"[9, 9"]
Tremaux,30,388,M30_3.mz,"[9, 14"]
Modified,30,32,M30_3.mz,"[9, 14"]
Tremaux,30,337,M30_3.mz,"[14, 0"]
Modified,30,7,M30_3.mz,"[14, 0"]
Tremaux,30,134,M30_3.mz,"[14, 5"]
Modified,30,96,M30_3.mz,"[14, 5"]
Tremaux,30,483,M30_3.mz,"[14, 14"]
Modified,30,69,M30_3.mz,"[14, 14"]
Tremaux,30,460,M30_4.mz,"[0, 0"]
Modified,30,178,M30_4.mz,"[0, 0"]
Tremaux,30,149,M30_4.mz,"[0, 9"]
Modified,30,41,M30_4.mz,"[0, 9"]
Tremaux,30,280,M30_4.mz,"[0, 14"]
Modified,30,156,M30_4.mz,"[0, 14"]
Tremaux,30,205,M30_4.mz,"[5, 0"]
Modified,30,165,M30_4.mz,"[5, 0"]
Tremaux,30,444,M30_4.mz,"[5, 5"]
Modified,30,42,M30_4.mz,"[5, 5"]
Tremaux,30,306,M30_4.mz,"[5, 9"]
Modified,30,48,M30_4.mz,"[5, 9"]
Tremaux,30,254,M30_4.mz,"[9, 5"]
Modified,30,50,M30_4.mz,"[9, 5"]
Tremaux,30,306,M30_4.mz,"[9, 9"]
Modified,30,20,M30_4.mz,"[9, 9"]
Tremaux,30,109,M30_4.mz,"[9, 14"]
Modified,30,21,M30_4.mz,"[9, 14"]
Tremaux,30,308,M30_4.mz,"[14, 0"]
Modified,30,76,M30_4.mz,"[14, 0"]
Tremaux,30,327,M30_4.mz,"[14, 5"]
Modified,30,5,M30_4.mz,"[14, 5"]
Tremaux,30,262,M30_4.mz,"[14, 14"]
Modified,30,34,M30_4.mz,"[14, 14"]
Tremaux,30,369,M30_5.mz,"[0, 0"]
Modified,30,35,M30_5.mz,"[0, 0"]
Tremaux,30,0,M30_5.mz,"[0, 9"]
Modified,30,0,M30_5.mz,"[0, 9"]
Tremaux,30,283,M30_5.mz,"[0, 14"]
Modified,30,7,M30_5.mz,"[0, 14"]
Tremaux,30,112,M30_5.mz,"[5, 0"]
Modified,30,34,M30_5.mz,"[5, 0"]
Tremaux,30,103,M30_5.mz,"[5, 5"]
Modified,30,29,M30_5.mz,"[5, 5"]
Tremaux,30,25,M30_5.mz,"[5, 9"]
Modified,30,61,M30_5.mz,"[5, 9"]
Tremaux,30,127,M30_5.mz,"[9, 5"]
Modified,30,247,M30_5.mz,"[9, 5"]
Tremaux,30,415,M30_5.mz,"[9, 9"]
Modified,30,33,M30_5.mz,"[9, 9"]
Tremaux,30,46,M30_5.mz,"[9, 14"]
Modified,30,26,M30_5.mz,"[9, 14"]
Tremaux,30,471,M30_5.mz,"[14, 0"]
Modified,30,31,M30_5.mz,"[14, 0"]
Tremaux,30,182,M30_5.mz,"[14, 5"]
Modified,30,40,M30_5.mz,"[14, 5"]
Tremaux,30,51,M30_5.mz,"[14, 14"]
Modified,30,43,M30_5.mz,"[14, 14"]
Tremaux,30,424,M30_6.mz,"[0, 0"]
Modified,30,24,M30_6.mz,"[0, 0"]
Tremaux,30,239,M30_6.mz,"[0, 9"]
Modified,30,29,M30_6.mz,"[0, 9"]
Tremaux,30,436,M30_6.mz,"[0, 14"]
Modified,30,30,M30_6.mz,"[0, 14"]
Tremaux,30,341,M30_6.mz,"[5, 0"]
Modified,30,39,M30_6.mz,"[5, 0"]
Tremaux,30,330,M30_6.mz,"[5, 5"]
Modified,30,28,M30_6.mz,"[5, 5"]
Tremaux,30,550,M30_6.mz,"[5, 9"]
Modified,30,6,M30_6.mz,"[5, 9"]
Tremaux,30,388,M30_6.mz,"[9, 5"]
Modified,30,12,M30_6.mz,"[9, 5"]
Tremaux,30,554,M30_6.mz,"[9, 9"]
Modified,30,2,M30_6.mz,"[9, 9"]
Tremaux,30,543,M30_6.mz,"[9, 14"]
Modified,30,47,M30_6.mz,"[9, 14"]
Tremaux,30,280,M30_6.mz,"[14, 0"]
Modified,30,52,M30_6.mz,"[14, 0"]
Tremaux,30,201,M30_6.mz,"[14, 5"]
Modified,30,53,M30_6.mz,"[14, 5"]
Tremaux,30,362,M30_6.mz,"[14, 14"]
Modified,30,50,M30_6.mz,"[14, 14"]
Tremaux,30,237,M30_7.mz,"[0, 0"]
Modified,30,37,M30_7.mz,"[0, 0"]
Tremaux,30,200,M30_7.mz,"[0, 9"]
Modified,30,172,M30_7.mz,"[0, 9"]
Tremaux,30,125,M30_7.mz,"[0, 14"]
Modified,30,115,M30_7.mz,"[0, 14"]
Tremaux,30,182,M30_7.mz,"[5, 0"]
Modified,30,50,M30_7.mz,"[5, 0"]
Tremaux,30,475,M30_7.mz,"[5, 5"]
Modified,30,45,M30_7.mz,"[5, 5"]
Tremaux,30,129,M30_7.mz,"[5, 9"]
Modified,30,405,M30_7.mz,"[5, 9"]
Tremaux,30,81,M30_7.mz,"[9, 5"]
Modified,30,47,M30_7.mz,"[9, 5"]
Tremaux,30,3,M30_7.mz,"[9, 9"]
Modified,30,503,M30_7.mz,"[9, 9"]
Tremaux,30,228,M30_7.mz,"[9, 14"]
Modified,30,66,M30_7.mz,"[9, 14"]
Tremaux,30,449,M30_7.mz,"[14, 0"]
Modified,30,19,M30_7.mz,"[14, 0"]
Tremaux,30,76,M30_7.mz,"[14, 5"]
Modified,30,46,M30_7.mz,"[14, 5"]
Tremaux,30,197,M30_7.mz,"[14, 14"]
Modified,30,427,M30_7.mz,"[14, 14"]
Tremaux,30,211,M30_8.mz,"[0, 0"]
Modified,30,17,M30_8.mz,"[0, 0"]
Tremaux,30,324,M30_8.mz,"[0, 9"]
Modified,30,12,M30_8.mz,"[0, 9"]
Tremaux,30,343,M30_8.mz,"[0, 14"]
Modified,30,25,M30_8.mz,"[0, 14"]
Tremaux,30,354,M30_8.mz,"[5, 0"]
Modified,30,12,M30_8.mz,"[5, 0"]
Tremaux,30,339,M30_8.mz,"[5, 5"]
Modified,30,481,M30_8.mz,"[5, 5"]
Tremaux,30,165,M30_8.mz,"[5, 9"]
Modified,30,167,M30_8.mz,"[5, 9"]
Tremaux,30,359,M30_8.mz,"[9, 5"]
Modified,30,13,M30_8.mz,"[9, 5"]
Tremaux,30,351,M30_8.mz,"[9, 9"]
Modified,30,17,M30_8.mz,"[9, 9"]
Tremaux,30,472,M30_8.mz,"[9, 14"]
Modified,30,260,M30_8.mz,"[9, 14"]
Tremaux,30,127,M30_8.mz,"[14, 0"]
Modified,30,35,M30_8.mz,"[14, 0"]
Tremaux,30,450,M30_8.mz,"[14, 5"]
Modified,30,62,M30_8.mz,"[14, 5"]
Tremaux,30,453,M30_8.mz,"[14, 14"]
Modified,30,31,M30_8.mz,"[14, 14"]
Tremaux,30,298,M30_9.mz,"[0, 0"]
Modified,30,30,M30_9.mz,"[0, 0"]
Tremaux,30,335,M30_9.mz,"[0, 9"]
Modified,30,39,M30_9.mz,"[0, 9"]
Tremaux,30,376,M30_9.mz,"[0, 14"]
Modified,30,38,M30_9.mz,"[0, 14"]
Tremaux,30,295,M30_9.mz,"[5, 0"]
Modified,30,13,M30_9.mz,"[5, 0"]
Tremaux,30,494,M30_9.mz,"[5, 5"]
Modified,30,14,M30_9.mz,"[5, 5"]
Tremaux,30,368,M30_9.mz,"[5, 9"]
Modified,30,40,M30_9.mz,"[5, 9"]
Tremaux,30,198,M30_9.mz,"[9, 5"]
Modified,30,136,M30_9.mz,"[9, 5"]
Tremaux,30,34,M30_9.mz,"[9, 9"]
Modified,30,26,M30_9.mz,"[9, 9"]
Tremaux,30,385,M30_9.mz,"[9, 14"]
Modified,30,45,M30_9.mz,"[9, 14"]
Tremaux,30,248,M30_9.mz,"[14, 0"]
Modified,30,168,M30_9.mz,"[14, 0"]
Tremaux,30,245,M30_9.mz,"[14, 5"]
Modified,30,55,M30_9.mz,"[14, 5"]
Tremaux,30,194,M30_9.mz,"[14, 14"]
Modified,30,44,M30_9.mz,"[14, 14"]
Tremaux,60,87,M60_1.mz,"[0, 0"]
Modified,60,55,M60_1.mz,"[0, 0"]
Tremaux,60,17,M60_1.mz,"[0, 14"]
Modified,60,13,M60_1.mz,"[0, 14"]
Tremaux,60,59,M60_1.mz,"[2, 10"]
Modified,60,29,M60_1.mz,"[2, 10"]
Tremaux,60,399,M60_1.mz,"[4, 2"]
Modified,60,137,M60_1.mz,"[4, 2"]
Tremaux,60,38,M60_1.mz,"[6, 7"]
Modified,60,32,M60_1.mz,"[6, 7"]
Tremaux,60,432,M60_1.mz,"[7, 6"]
Modified,60,32,M60_1.mz,"[7, 6"]
Tremaux,60,186,M60_1.mz,"[7, 8"]
Modified,60,28,M60_1.mz,"[7, 8"]
Tremaux,60,84,M60_1.mz,"[8, 7"]
Modified,60,30,M60_1.mz,"[8, 7"]
Tremaux,60,445,M60_1.mz,"[10, 12"]
Modified,60,17,M60_1.mz,"[10, 12"]
Tremaux,60,137,M60_1.mz,"[12, 4"]
Modified,60,37,M60_1.mz,"[12, 4"]
Tremaux,60,223,M60_1.mz,"[14, 0"]
Modified,60,127,M60_1.mz,"[14, 0"]
Tremaux,60,9,M60_1.mz,"[14, 14"]
Modified,60,7,M60_1.mz,"[14, 14"]
Tremaux,60,297,M60_10.mz,"[0, 0"]
Modified,60,297,M60_10.mz,"[0, 0"]
Tremaux,60,235,M60_10.mz,"[0, 14"]
Modified,60,187,M60_10.mz,"[0, 14"]
Tremaux,60,103,M60_10.mz,"[2, 10"]
Modified,60,167,M60_10.mz,"[2, 10"]
Tremaux,60,199,M60_10.mz,"[4, 2"]
Modified,60,293,M60_10.mz,"[4, 2"]
Tremaux,60,314,M60_10.mz,"[6, 7"]
Modified,60,384,M60_10.mz,"[6, 7"]
Tremaux,60,324,M60_10.mz,"[7, 6"]
Modified,60,394,M60_10.mz,"[7, 6"]
Tremaux,60,182,M60_10.mz,"[7, 8"]
Modified,60,158,M60_10.mz,"[7, 8"]
Tremaux,60,62,M60_10.mz,"[8, 7"]
Modified,60,394,M60_10.mz,"[8, 7"]
Tremaux,60,447,M60_10.mz,"[10, 12"]
Modified,60,45,M60_10.mz,"[10, 12"]
Tremaux,60,99,M60_10.mz,"[12, 4"]
Modified,60,95,M60_10.mz,"[12, 4"]
Tremaux,60,347,M60_10.mz,"[14, 0"]
Modified,60,425,M60_10.mz,"[14, 0"]
Tremaux,60,59,M60_10.mz,"[14, 14"]
Modified,60,73,M60_10.mz,"[14, 14"]
Tremaux,60,277,M60_2.mz,"[0, 0"]
Modified,60,353,M60_2.mz,"[0, 0"]
Tremaux,60,227,M60_2.mz,"[0, 14"]
Modified,60,63,M60_2.mz,"[0, 14"]
Tremaux,60,323,M60_2.mz,"[2, 10"]
Modified,60,315,M60_2.mz,"[2, 10"]
Tremaux,60,321,M60_2.mz,"[4, 2"]
Modified,60,453,M60_2.mz,"[4, 2"]
Tremaux,60,424,M60_2.mz,"[6, 7"]
Modified,60,172,M60_2.mz,"[6, 7"]
Tremaux,60,184,M60_2.mz,"[7, 6"]
Modified,60,106,M60_2.mz,"[7, 6"]
Tremaux,60,36,M60_2.mz,"[7, 8"]
Modified,60,166,M60_2.mz,"[7, 8"]
Tremaux,60,24,M60_2.mz,"[8, 7"]
Modified,60,160,M60_2.mz,"[8, 7"]
Tremaux,60,207,M60_2.mz,"[10, 12"]
Modified,60,83,M60_2.mz,"[10, 12"]
Tremaux,60,41,M60_2.mz,"[12, 4"]
Modified,60,21,M60_2.mz,"[12, 4"]
Tremaux,60,423,M60_2.mz,"[14, 0"]
Modified,60,43,M60_2.mz,"[14, 0"]
Tremaux,60,367,M60_2.mz,"[14, 14"]
Modified,60,51,M60_2.mz,"[14, 14"]
Tremaux,60,333,M60_3.mz,"[0, 0"]
Modified,60,87,M60_3.mz,"[0, 0"]
Tremaux,60,285,M60_3.mz,"[0, 14"]
Modified,60,13,M60_3.mz,"[0, 14"]
Tremaux,60,299,M60_3.mz,"[2, 10"]
Modified,60,17,M60_3.mz,"[2, 10"]
Tremaux,60,69,M60_3.mz,"[4, 2"]
Modified,60,11,M60_3.mz,"[4, 2"]
Tremaux,60,442,M60_3.mz,"[6, 7"]
Modified,60,26,M60_3.mz,"[6, 7"]
Tremaux,60,96,M60_3.mz,"[7, 6"]
Modified,60,34,M60_3.mz,"[7, 6"]
Tremaux,60,382,M60_3.mz,"[7, 8"]
Modified,60,36,M60_3.mz,"[7, 8"]
Tremaux,60,144,M60_3.mz,"[8, 7"]
Modified,60,26,M60_3.mz,"[8, 7"]
Tremaux,60,105,M60_3.mz,"[10, 12"]
Modified,60,51,M60_3.mz,"[10, 12"]
Tremaux,60,103,M60_3.mz,"[12, 4"]
Modified,60,41,M60_3.mz,"[12, 4"]
Tremaux,60,417,M60_3.mz,"[14, 0"]
Modified,60,89,M60_3.mz,"[14, 0"]
Tremaux,60,315,M60_3.mz,"[14, 14"]
Modified,60,79,M60_3.mz,"[14, 14"]
Tremaux,60,121,M60_4.mz,"[0, 0"]
Modified,60,89,M60_4.mz,"[0, 0"]
Tremaux,60,159,M60_4.mz,"[0, 14"]
Modified,60,115,M60_4.mz,"[0, 14"]
Tremaux,60,373,M60_4.mz,"[2, 10"]
Modified,60,83,M60_4.mz,"[2, 10"]
Tremaux,60,97,M60_4.mz,"[4, 2"]
Modified,60,93,M60_4.mz,"[4, 2"]
Tremaux,60,30,M60_4.mz,"[6, 7"]
Modified,60,16,M60_4.mz,"[6, 7"]
Tremaux,60,302,M60_4.mz,"[7, 6"]
Modified,60,60,M60_4.mz,"[7, 6"]
Tremaux,60,16,M60_4.mz,"[7, 8"]
Modified,60,40,M60_4.mz,"[7, 8"]
Tremaux,60,438,M60_4.mz,"[8, 7"]
Modified,60,40,M60_4.mz,"[8, 7"]
Tremaux,60,145,M60_4.mz,"[10, 12"]
Modified,60,161,M60_4.mz,"[10, 12"]
Tremaux,60,349,M60_4.mz,"[12, 4"]
Modified,60,219,M60_4.mz,"[12, 4"]
Tremaux,60,409,M60_4.mz,"[14, 0"]
Modified,60,193,M60_4.mz,"[14, 0"]
Tremaux,60,435,M60_4.mz,"[14, 14"]
Modified,60,19,M60_4.mz,"[14, 14"]
Tremaux,60,478,M60_5.mz,"[0, 0"]
Modified,60,28,M60_5.mz,"[0, 0"]
Tremaux,60,192,M60_5.mz,"[0, 14"]
Modified,60,34,M60_5.mz,"[0, 14"]
Tremaux,60,112,M60_5.mz,"[2, 10"]
Modified,60,88,M60_5.mz,"[2, 10"]
Tremaux,60,288,M60_5.mz,"[4, 2"]
Modified,60,48,M60_5.mz,"[4, 2"]
Tremaux,60,7,M60_5.mz,"[6, 7"]
Modified,60,3,M60_5.mz,"[6, 7"]
Tremaux,60,9,M60_5.mz,"[7, 6"]
Modified,60,3,M60_5.mz,"[7, 6"]
Tremaux,60,201,M60_5.mz,"[7, 8"]
Modified,60,5,M60_5.mz,"[7, 8"]
Tremaux,60,213,M60_5.mz,"[8, 7"]
Modified,60,5,M60_5.mz,"[8, 7"]
Tremaux,60,314,M60_5.mz,"[10, 12"]
Modified,60,88,M60_5.mz,"[10, 12"]
Tremaux,60,408,M60_5.mz,"[12, 4"]
Modified,60,12,M60_5.mz,"[12, 4"]
Tremaux,60,412,M60_5.mz,"[14, 0"]
Modified,60,90,M60_5.mz,"[14, 0"]
Tremaux,60,374,M60_5.mz,"[14, 14"]
Modified,60,74,M60_5.mz,"[14, 14"]
Tremaux,60,404,M60_6.mz,"[0, 0"]
Modified,60,38,M60_6.mz,"[0, 0"]
Tremaux,60,386,M60_6.mz,"[0, 14"]
Modified,60,360,M60_6.mz,"[0, 14"]
Tremaux,60,344,M60_6.mz,"[2, 10"]
Modified,60,364,M60_6.mz,"[2, 10"]
Tremaux,60,176,M60_6.mz,"[4, 2"]
Modified,60,268,M60_6.mz,"[4, 2"]
Tremaux,60,59,M60_6.mz,"[6, 7"]
Modified,60,325,M60_6.mz,"[6, 7"]
Tremaux,60,11,M60_6.mz,"[7, 6"]
Modified,60,9,M60_6.mz,"[7, 6"]
Tremaux,60,293,M60_6.mz,"[7, 8"]
Modified,60,329,M60_6.mz,"[7, 8"]
Tremaux,60,233,M60_6.mz,"[8, 7"]
Modified,60,233,M60_6.mz,"[8, 7"]
Tremaux,60,316,M60_6.mz,"[10, 12"]
Modified,60,274,M60_6.mz,"[10, 12"]
Tremaux,60,8,M60_6.mz,"[12, 4"]
Modified,60,8,M60_6.mz,"[12, 4"]
Tremaux,60,438,M60_6.mz,"[14, 0"]
Modified,60,28,M60_6.mz,"[14, 0"]
Tremaux,60,240,M60_6.mz,"[14, 14"]
Modified,60,272,M60_6.mz,"[14, 14"]
Tremaux,60,117,M60_7.mz,"[0, 0"]
Modified,60,63,M60_7.mz,"[0, 0"]
